show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,month_added,year_added,imdb_score,imdb_votes
s8286,Movie,the dukes of hazzard: the beginning,Robert Berlinger,"Randy Wayne, Jonathan Bennett, Joel David Moore, Willie Nelson, April Scott, Harland Williams, Christopher McDonald, Hal Williams, Sherilyn Fenn, Gary Cole",United States,2020-01-01,2007.0,R,95 min,"Action & Adventure, Comedies","The mischievous Duke boys, Bo and Luke, are sent to live with their Uncle Jesse and cousin Daisy in this prequel movie to the popular TV series.",1.0,2020.0,4.4,5235.0
s8287,Movie,the eichmann show,Paul Andrew Williams,"Martin Freeman, Anthony LaPaglia, Rebecca Front, Andy Nyman, Nicholas Woodeson, Ben Addis, Caroline Bartleet, Ed Birch, Dylan Edwards, Nathaniel Gleed, Ben Lloyd-Hughes, Vaidotas Martinaitis, Zora Bishop","United Kingdom, Lithuania",2017-08-31,2015.0,TV-MA,96 min,"Dramas, International Movies",This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.,8.0,2017.0,6.5,5064.0
s8289,Movie,the end of the tour,James Ponsoldt,"Jason Segel, Jesse Eisenberg, Becky Ann Baker, Anna Chlumsky, Joan Cusack, Mamie Gummer, Ron Livingston, Mickey Sumner",United States,2018-07-26,2015.0,R,106 min,"Dramas, Independent Movies","""Rolling Stone"" reporter David Lipsky shadows famed writer David Foster Wallace in this fictionalized account of their revealing five-day encounter.",7.0,2018.0,7.2,32603.0
s8290,Movie,the endless,"Justin Benson, Aaron Moorhead","Aaron Moorhead, Justin Benson, Callie Hernandez, Lew Temple, James Jordan, Tate Ellington",United States,2018-09-19,2017.0,TV-MA,112 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers","As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.",9.0,2018.0,6.5,49499.0
s8293,Movie,the eyes of my mother,Nicolas Pesce,"Kika Magalhães, Olivia Bond, Will Brill, Flora Diaz, Paul Nazak, Clara Wong, Diana Agostini",United States,2017-04-06,2016.0,R,76 min,"Horror Movies, Independent Movies","At the remote farmhouse where she once witnessed a traumatic childhood event, a young woman develops a grisly fascination with violence.",4.0,2017.0,6.2,14476.0
s8295,Movie,the fear of 13,David Sington,Unknown,United Kingdom,2016-06-01,2015.0,TV-MA,95 min,"Documentaries, International Movies","After 20 years on Death Row, self-educated inmate Nick petitions the court to be executed, then tells his twisting, turning tale of despair and hope.",6.0,2016.0,7.6,7637.0
s8299,Movie,the final destination,David R. Ellis,"Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb, Mykelti Williamson, Krista Allen, Andrew Fiscella, Justin Welborn, Stephanie Honoré",United States,2020-01-01,2009.0,R,82 min,Horror Movies,"Nick O'Bannon thinks he's cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans.",1.0,2020.0,5.1,115174.0
s8300,Movie,the first line,"Coerte Voorhees, John Voorhees","Pantelis Kodogiannis, Kassandra Voyagis, Paul Freeman, Michael Byrne, Georges Corraface, Yorgo Voyagis, Giancarlo Giannini, Kelly Eleftheriou","United States, Greece, United Kingdom",2016-09-20,2014.0,TV-14,87 min,"Dramas, Independent Movies",Two determined Athenian attorneys spearhead a lawsuit against the British Museum for the return of the Parthenon Marbles to Greece.,9.0,2016.0,4.7,329.0
s8301,Movie,the first temptation of christ,Rodrigo Van Der Put,"Gregorio Duvivier, Fábio Porchat, Antonio Tabet, Evelyn Castro, Rafael Portugal, Robson Nunes, João Vicente de Castro, Estevam Nabote, Thati Lopes, Karina Ramil, Sura Berditchevsky, Fábio de Luca",Brazil,2019-12-03,2019.0,TV-MA,46 min,"Comedies, International Movies","Jesus, who's hitting the big 3-0, brings a surprise guest to meet the family. A Christmas special so wrong, it must be from comedians Porta dos Fundos.",12.0,2019.0,5.0,3542.0
s8306,Movie,the flintstones in viva rock vegas,Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins, Thomas Gibson, Alan Cumming",United States,2019-10-01,2000.0,PG,91 min,"Children & Family Movies, Comedies, Romantic Movies","Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage.",10.0,2019.0,3.7,25467.0
s8307,Movie,the flying guillotine,Meng Hua Ho,"Kuan Tai Chen, Feng Ku, Hung Wei, Wu Chi Liu, Yang Chiang",Hong Kong,2018-07-28,1975.0,TV-MA,101 min,"Action & Adventure, Dramas, International Movies","In Qing-dynasty China, the emperor commands that a weapon be invented to kill at a distance without a trace. Then he orders it used on its wielders.",7.0,2018.0,6.6,1646.0
s8314,Movie,the free man,Toa Fraser,Jossi Wells,New Zealand,2017-10-01,2016.0,TV-PG,84 min,"Documentaries, Sports Movies",Olympic freestyle skier Jossi Wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the Flying Frenchies.,10.0,2017.0,6.3,74.0
s8315,Movie,the frozen ground,Scott Walker,"Nicolas Cage, John Cusack, Vanessa Hudgens, Dean Norris, Radha Mitchell, 50 Cent, Kevin Dunn, Olga Valentina, Michael McGrady, Jodi Lyn O'Keefe",United States,2020-08-27,2013.0,R,106 min,"Dramas, Thrillers","In this fact-based thriller, an Alaska state trooper pursuing a serial killer teams with a 17-year-old-prostitute who escaped the predator's clutches.",8.0,2020.0,6.4,67347.0
s8316,TV Show,the furchester hotel,Unknown,"Sarah Burgess, Ryan Dillon, Louise Gold, David Rudman, Andrew Spooner, Mak Wilson","United Kingdom, United States",2017-02-01,2015.0,TV-Y,2 Seasons,"British TV Shows, Kids' TV","Elmo hops across the pond to help his extended monster family solve problems at their ""almost"" world-class establishment, the Furchester Hotel.",2.0,2017.0,7.4,148.0
s8317,TV Show,the future of water,Unknown,Unknown,Norway,2016-07-01,2007.0,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",A look at the deeply intertwined history of humanity and fresh water reveals looming challenges that could upend power structures around the world.,7.0,2016.0,7.6,73.0
s8319,Movie,the gentleman driver,Mario Mattei,Unknown,United States,2019-01-31,2018.0,TV-MA,83 min,"Documentaries, Sports Movies","This documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed, both at work and on the track.",1.0,2019.0,6.3,425.0
s8320,Movie,the ghost who walks,Cody Stokes,"Garland Scott, Frank Mosley, Alexia Rasmussen, Gil Darnell, Dasha Nekrasova, Nattalyee Randall, Linda Kennedy, Peter Mayer, Curtis York, Dennis Lebby",United States,2020-04-07,2019.0,TV-MA,107 min,"Dramas, Independent Movies, Thrillers","Desperate to meet his daughter, a convict cuts a deal by ratting out his old boss. Free and searching for his family, he must dodge a hit on his life.",4.0,2020.0,5.4,532.0
s8322,TV Show,the golden years with javed akhtar,Unknown,Unknown,India,2017-06-01,2016.0,TV-G,1 Season,"Docuseries, International TV Shows","Writer, poet and lyricist Javed Akhtar hosts this musical trip down memory lane, revealing untold stories behind India's best songs of 1950-75.",6.0,2017.0,7.8,21.0
s8324,Movie,the good catholic,Paul Shoulberg,"Zachary Spicer, Wrenn Schmidt, Danny Glover, John C. McGinley",United States,2018-01-24,2017.0,PG-13,97 min,"Comedies, Dramas, Romantic Movies",A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.,1.0,2018.0,5.3,975.0
s8326,Movie,"the goods: live hard, sell hard",Neal Brennan,"Jeremy Piven, Ving Rhames, James Brolin, David Koechner, Kathryn Hahn, Ed Helms, Jordana Spiro, Tony Hale, Ken Jeong, Rob Riggle, Kristen Schaal, Alan Thicke, Jonathan Sadowski, Joey Kern, Craig Robinson",United States,2019-11-20,2009.0,R,89 min,Comedies,"Hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs.",11.0,2019.0,5.7,22579.0
s8328,Movie,the gospel of luke,David Batty,"Selva Rasalingam, Karima Gouit, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, Mohamed El Korchi, Ramdane Aala","United States, United Kingdom, Morocco",2018-10-19,2015.0,TV-14,205 min,"Dramas, Faith & Spirituality",Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.,10.0,2018.0,7.2,500.0
s8329,Movie,the gospel of mark,David Batty,"Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef",Unknown,2018-10-19,2015.0,TV-14,123 min,"Dramas, Faith & Spirituality","See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy.",10.0,2018.0,7.8,405.0
s8330,Movie,the gospel of matthew,David Batty,"Selva Rasalingam, Mourad Zaoui, Karima Gouit, El Mahmoudi M'Barek, Abdelilah Wahbi, Ait Youssef Youssef, Ramdane Aala, Mohamed El Korchi",Unknown,2018-10-19,2014.0,TV-14,190 min,"Dramas, Faith & Spirituality",The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.,10.0,2018.0,7.8,341.0
s8331,Movie,the great battle,Unknown,"Zo In-sung, Nam Joo-hyuk, Park Sung-woong, Bae Seong-woo, Seolhyun, Jung Eun-chae, Yu Oh-seong, Sung Dong-il, Oh Dae-whan",South Korea,2019-04-08,2018.0,TV-MA,136 min,"Action & Adventure, Dramas, International Movies","In seventh-century Korea, the commander of Ansi Fortress, Yang Man-chun, combats Tang invaders in a retelling of an epic clash against all odds.",4.0,2019.0,7.0,6088.0
s8333,Movie,the great gambler,Shakti Samanta,"Amitabh Bachchan, Zeenat Aman, Neetu Singh, Prem Chopra, Utpal Dutt, Madan Puri, Om Shivpuri, Iftekhar, Sujit Kumar, Roopesh Kumar",India,2019-12-31,1979.0,TV-14,161 min,"Action & Adventure, Classic Movies, Cult Movies","After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger.",12.0,2019.0,6.4,730.0
s8334,Movie,the great raid,John Dahl,"Benjamin Bratt, James Franco, Connie Nielsen, Marton Csokas, Joseph Fiennes, Motoki Kobayashi, Robert Mammone, Natalie Mendoza, Cesar Montano, James Carpinello, Mark Consuelos, Sam Worthington, Craig McLachlan, Max Martini, Clayne Crawford","United States, Australia",2019-11-01,2005.0,R,133 min,"Action & Adventure, Dramas","In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese.",11.0,2019.0,6.6,23987.0
s8337,TV Show,the guild,Unknown,"Felicia Day, Sandeep Parikh, Jeff Lewis, Robin Thorsen, Amy Okuda, Vincent Caso",United States,2019-03-02,2013.0,TV-MA,1 Season,TV Comedies,Fantasy and reality collide when a surprisingly diverse group of online video-game addicts struggle to balance the game with personal relationships.,3.0,2019.0,8.2,10467.0
s8339,Movie,the haunting of molly hartley,Mickey Liddell,"Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward, Shanna Collins, AnnaLynne McCord, Marin Hinkle, Nina Siemaszko, Josh Stewart, Jessica Lowndes, Randy Wayne",United States,2018-10-04,2008.0,PG-13,85 min,"Horror Movies, Thrillers","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",10.0,2018.0,3.9,10136.0
s8341,Movie,the heat: a kitchen (r)evolution,Maya Gallus,Unknown,Canada,2019-05-07,2018.0,TV-MA,71 min,Documentaries,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.,5.0,2019.0,6.7,50.0
s8345,Movie,the heyday of the insensitive bastards,"Mark Columbus, Lauren Hoekstra, Sarah Kruchowski, Ryan Moody, Simon Savelyev, Vanita Shastry, Shadae Lamar Smith, Jeremy David White","James Franco, Rico Rodriguez, Abigail Spencer, Natalie Portman, Kristen Wiig, Amber Tamblyn, Jim Parrack, Kate Mara, Thomas Mann, Matthew Modine, Jacob Loeb",United States,2018-02-26,2017.0,TV-MA,96 min,"Dramas, Independent Movies",An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America.,2.0,2018.0,4.4,1880.0
s8346,Movie,the hollow point,Gonzalo López-Gallego,"Patrick Wilson, Ian McShane, John Leguizamo, Lynn Collins, Jim Belushi, Karli Hall, David H. Stevens, Derek Boone",United States,2017-03-16,2016.0,R,97 min,Action & Adventure,New straight-arrow sheriff Wallace finds he must join forces with brutal ex-lawman Leland to protect a troubled border town from a cartel hit man.,3.0,2017.0,5.4,6157.0
s8349,Movie,the house on coco road,Damani Baker,Unknown,United States,2017-06-30,2016.0,TV-14,79 min,Documentaries,"This film chronicles the journey of Fannie Haughton, an Oakland activist who fled to Grenada with her family just prior to the U.S. invasion in 1983.",6.0,2017.0,7.4,42.0
s8350,TV Show,the house that made me,Unknown,Vinay Pathak,India,2017-03-31,2015.0,TV-PG,3 Seasons,"International TV Shows, Reality TV","With host Vinay Pathak, Indian celebrities return to their childhood homes to reconnect with the past and share stories of their journey to success.",3.0,2017.0,6.3,13.0
s8352,Movie,the humanity bureau,Rob W. King,"Nicolas Cage, Sarah Lind, Hugh Dillon, Jakob Davies, Vicellous Shannon, Kurt Max Runte, Lorne Cardinal, Jett Klyne, David Lovgren",Canada,2018-12-18,2017.0,R,94 min,"Action & Adventure, Sci-Fi & Fantasy","In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son.",12.0,2018.0,4.5,12084.0
s8353,Movie,the hundred-foot journey,Lasse Hallström,"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon, Amit Shah, Farzana Dua Elahe, Dillon Mitra, Aria Pandya","United States, India, United Arab Emirates",2019-01-31,2014.0,PG,123 min,"Comedies, Dramas","A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street.",1.0,2019.0,7.3,87666.0
s8355,Movie,the hurricane heist,Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler","United Kingdom, United States",2018-09-26,2018.0,PG-13,103 min,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,9.0,2018.0,5.1,22322.0
s8356,Movie,the hurt business,Vlad Yudin,Kevin Costner,United States,2017-02-01,2016.0,PG-13,111 min,"Documentaries, Sports Movies","Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs.",2.0,2017.0,6.4,964.0
s8357,Movie,the imaginarium of doctor parnassus,Terry Gilliam,"Heath Ledger, Christopher Plummer, Andrew Garfield, Verne Troyer, Lily Cole, Tom Waits, Johnny Depp, Colin Farrell, Jude Law","United Kingdom, Canada, France, United States",2019-03-08,2009.0,PG-13,123 min,"Action & Adventure, Sci-Fi & Fantasy","When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past.",3.0,2019.0,6.8,153990.0
s8360,Movie,the incredible story of the giant pear,"Philip Einstein Lipski, Jørgen Lerdam, Amalie Næsby Fick","Paul Tylak, Susie Power, Roger Gregg, Dermot Magennis, Marcus Lamb, J. Drew Lucas",Denmark,2019-03-01,2018.0,TV-G,75 min,Children & Family Movies,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island.",3.0,2019.0,6.2,1158.0
s8362,Movie,the indian in the cupboard,Frank Oz,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat, Steve Coogan, David Keith, Sakina Jaffrey, Vincent Kartheiser, Nestor Serrano",United States,2020-11-01,1995.0,PG,96 min,"Children & Family Movies, Dramas","A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet.",11.0,2020.0,6.0,31070.0
s8363,Movie,the informant!,Steven Soderbergh,"Matt Damon, Scott Bakula, Joel McHale, Melanie Lynskey, Thomas F. Wilson, Patton Oswalt, Tony Hale, Eddie Jemison, Paul F. Tompkins, Tom Papa",United States,2018-08-01,2009.0,R,108 min,"Comedies, Dramas","While gathering evidence against his employer to help the FBI build a price-fixing case, Mark Whitacre begins to piece together a fantasy world.",8.0,2018.0,6.5,67480.0
s8364,Movie,the intent,"Femi Oyeniran, Kalvadour Peterson","Dylan Duffus, Scorcher, Shone Romulus, Jade Asha, Femi Oyeniran, Ashley Chin, Nicky Slimting Walker, Fekky",United Kingdom,2017-05-15,2016.0,TV-MA,99 min,"Dramas, International Movies, Thrillers","After burgeoning criminal Gunz joins the increasingly violent TIC crew, the gang finds itself dealing with threats from all sides.",5.0,2017.0,4.4,946.0
s8365,Movie,the intent 2: the come up,"Femi Oyeniran, Nicky Slimting Walker","Justin Clarke Samuel, Ashley Chin, Nicky Slimting Walker, Femi Oyeniran, Dylan Duffus, Shone Romulus, Adam Deacon, Karen Bryson, Selva Rasalingam, Jay Brown",United Kingdom,2019-02-21,2018.0,TV-MA,103 min,"Dramas, International Movies","During a trip to Jamaica, a London gang targets a disloyal member who has been meeting with rivals. Meanwhile, an undercover cop stands among them.",2.0,2019.0,3.8,470.0
s8366,Movie,the invention of lying,"Ricky Gervais, Matthew Robinson","Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor, Fionnula Flanagan, Rob Lowe, Tina Fey, Donna Sorbello, Stephanie March",United States,2020-01-01,2009.0,PG-13,99 min,"Comedies, Romantic Movies","In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.",1.0,2020.0,6.4,149039.0
s8367,TV Show,the investigator: a british crime story,Unknown,"Mark Williams-Thomas, Rick Warden, Frances Millar, Tanya Winsor, Alice Harding, David Bannerman, Danielle Bird, Eve Perry, Polly Lewis, Billy James Machin",United Kingdom,2020-03-05,2018.0,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries","After 40 years of inconclusive evidence, renowned criminologist Mark Williams-Thomas re-examines a string of mysterious murders.",3.0,2020.0,5.7,1742.0
s8370,Movie,the iron lady,Phyllida Lloyd,"Meryl Streep, Jim Broadbent, Alexandra Roach, Harry Lloyd, Olivia Colman, Iain Glen, Victoria Bewick, Nicholas Farrell, John Sessions, Anthony Head, David Westhead, Julian Wadham, Richard E. Grant, Angus Wright, Roger Allam, Michael Pennington, Susan Brown, Phoebe Waller-Bridge","United Kingdom, France",2019-07-07,2011.0,PG-13,105 min,"Dramas, International Movies","Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics.",7.0,2019.0,6.4,113653.0
s8373,Movie,the jane austen book club,Robin Swicord,"Maria Bello, Emily Blunt, Kathy Baker, Amy Brenneman, Maggie Grace, Jimmy Smits, Hugh Dancy, Marc Blucas, Lynn Redgrave, Kevin Zegers, Nancy Travis",United States,2019-03-08,2007.0,PG-13,106 min,"Comedies, Dramas, Romantic Movies",Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama.,3.0,2019.0,6.7,29093.0
s8376,Movie,the keeping hours,Karen Moncrieff,"Lee Pace, Carrie Coon, Sander Thomas, Amy Smart, Ray Baker, Ana Ortiz, Molly Hagan, Christina Vidal, Anna Diop, Jane Daly, Cliff Chamberlain",United States,2018-09-01,2017.0,PG-13,95 min,"Dramas, Thrillers","Years after the death of their only child and subsequent divorce, a couple discovers that their son's ghost continues to inhabit their former home.",9.0,2018.0,6.3,4224.0
s8378,Movie,the king's speech,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter, Guy Pearce, Timothy Spall, Derek Jacobi, Jennifer Ehle, Anthony Andrews, Claire Bloom, Eve Best, Michael Gambon","United Kingdom, United States, Australia",2018-06-02,2010.0,R,118 min,"Dramas, International Movies","In this biographical drama, Britain's King George VI struggles with an embarrassing stutter until he seeks help from speech therapist Lionel Logue.",6.0,2018.0,8.0,708303.0
s8379,TV Show,the l word,Unknown,"Jennifer Beals, Leisha Hailey, Laurel Holloman, Mia Kirshner, Katherine Moennig, Pam Grier, Rachel Shelley, Daniela Sea, Erin Daniels, Marlee Matlin","Canada, United States",2018-03-20,2009.0,TV-MA,6 Seasons,"Romantic TV Shows, TV Dramas",This trailblazing series follows the tangled lives and ever-changing relationships among a close-knit group of lesbians who call Los Angeles home.,3.0,2018.0,7.7,28784.0
s8380,TV Show,the lady in dignity,Unknown,"Hee-seon Kim, Seon-a Kim, Sang-hun Jeong, Tae-im Lee, Ki-woo Lee",South Korea,2018-01-30,2017.0,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",The wife of a corporate heir finds her luxurious life overturned by a mysterious woman who joins the household as a caregiver for her father-in-law.,1.0,2018.0,7.4,350.0
s8381,Movie,the lake house,Alejandro Agresti,"Keanu Reeves, Sandra Bullock, Dylan Walsh, Shohreh Aghdashloo, Ebon Moss-Bachrach, Lynn Collins, Willeke van Ammelrooy, Christopher Plummer",United States,2019-09-01,2006.0,PG,98 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy","A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart.",9.0,2019.0,6.8,157768.0
s8383,Movie,the land of the enlightened,Pieter-Jan De Pue,Sohrab Nazari,"Belgium, Ireland, Netherlands, Germany, Afghanistan",2017-01-01,2016.0,TV-MA,84 min,"Documentaries, International Movies","In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium.",1.0,2017.0,7.1,634.0
s8384,Movie,the last days of chez nous,Gillian Armstrong,"Lisa Harrow, Bruno Ganz, Kerry Fox, Miranda Otto, Kiri Paramore, Bill Hunter",Australia,2016-11-01,1992.0,R,93 min,"Classic Movies, Dramas",Successful writer Beth's tepid marriage and home life face a new round of challenges when her footloose younger sister arrives for an extended visit.,11.0,2016.0,6.5,1049.0
s8385,Movie,the last exorcism,Daniel Stamm,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall, Justin Shafer, Carol Sutton","France, United States",2019-09-01,2010.0,PG-13,88 min,"Horror Movies, Independent Movies, Thrillers","Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism.",9.0,2019.0,5.7,52140.0
s8386,Movie,the last face,Sean Penn,"Javier Bardem, Charlize Theron, Adèle Exarchopoulos, Jared Harris, Jean Reno, Denise Newman, Merritt Wever, Sibongile Mlambo",United States,2020-01-13,2016.0,R,131 min,Dramas,Savage civil war and a dispute over humanitarian assistance threaten to unravel a checkered romance between an aid director and a doctor.,1.0,2020.0,5.0,5532.0
s8388,Movie,the last man on the moon,Mark Craig,Eugene Cernan,United Kingdom,2016-05-26,2014.0,TV-PG,96 min,Documentaries,Astronaut Gene Cernan looks back on the exciting history of NASA's lunar landings and how being the last man to stand on the moon changed his life.,5.0,2016.0,7.4,3572.0
s8390,Movie,the last whistle,Rob Smat,"Brad Leland, Jim O'Heir, Deanne Lauvin, Les Miles, Eric Nelsen, Fred Tolliver Jr, Tyler Perez, Sainty Nelsen",United States,2019-10-26,2019.0,PG,88 min,"Dramas, Sports Movies","After a star player dies during football practice, his coach’s career and reputation are on the line as he refuses to quit his win-at-all-costs style.",10.0,2019.0,5.0,318.0
s8391,Movie,the legend of 420,Peter Spirer,Unknown,United States,2017-12-01,2017.0,TV-MA,87 min,Documentaries,"This documentary explores the growing trend of marijuana decriminalization in the U.S. and the use of cannabis in medicine, art, fine dining and more.",12.0,2017.0,6.7,459.0
s8392,Movie,the legend of michael mishra,Manish Jha,"Arshad Warsi, Aditi Rao Hydari, Kayoze Irani, Boman Irani",India,2019-04-01,2016.0,TV-14,118 min,"Comedies, Dramas, International Movies","After a life of crime, a notorious kidnapper tries to change his ways and turn over a new leaf to win the heart of the woman he loves.",4.0,2019.0,4.4,637.0
s8394,Movie,the little hours,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly, Molly Shannon, Fred Armisen, Jemima Kirke, Lauren Weedman, Nick Offerman, Paul Reiser, Adam Pally, Paul Weitz, Jon Gabrus","Canada, United States",2018-12-23,2017.0,R,89 min,"Comedies, Independent Movies",Life at a convent takes an unruly turn when three unconventionally opinionated nuns cross paths with a tempting new gardener.,12.0,2018.0,5.8,25475.0
s8397,Movie,the lives of others,Florian Henckel von Donnersmarck,"Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur, Thomas Thieme, Hans-Uwe Bauer, Volkmar Kleinert, Matthias Brenner, Charly Hübner",Germany,2019-03-15,2006.0,R,138 min,"Dramas, International Movies, Thrillers","As a secret police agent eavesdrops on a successful writer in East Germany in 1984, he becomes increasingly fascinated by the man's life and politics.",3.0,2019.0,8.4,410804.0
s8398,TV Show,the lizzie borden chronicles,Unknown,"Christina Ricci, Clea DuVall, Cole Hauser, Dylan Taylor, John Ralston, Bradley Stryker, Olivia Llewellyn, Jeff Wincott, Jessy Schram, Martha Irving, Gabrielle Trudel",United States,2016-02-01,2015.0,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Thrillers","Exonerated in the murder of her father and stepmother, Lizzie Borden takes on crime lords, detectives and other foes as she savors her new infamy.",2.0,2016.0,6.9,4452.0
s8399,Movie,the lobster,Yorgos Lanthimos,"Colin Farrell, Jessica Barden, Rachel Weisz, Olivia Colman, Ashley Jensen, Ariane Labed, Aggeliki Papoulia, John C. Reilly, Léa Seydoux, Michael Smiley, Ben Whishaw","Ireland, United Kingdom, Greece, France, Netherlands",2018-12-02,2015.0,R,119 min,"Comedies, International Movies, Romantic Movies","In a near-future world, single people are hunted and forced to find mates within 45 days, or be turned into animals and banished to the wilderness.",12.0,2018.0,7.1,297150.0
s8400,Movie,the lodgers,Brian O'Malley,"Charlotte Vega, Bill Milner, David Bradley, Eugene Simon, Moe Dunford, Deirdre O'Kane, Roisin Murphy, Anthony Murphy, Brendan O'Rourke, Emmett Kelly",Ireland,2018-08-23,2017.0,R,93 min,"Horror Movies, International Movies","Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rules, angering the spirits keeping them hostage.",8.0,2018.0,5.1,9654.0
s8403,Movie,the longshots,Fred Durst,"Ice Cube, Keke Palmer, Tasha Smith, Jill Marie Jones, Dash Mihok, Matt Craven, Glenn Plummer, Garrett Morris, Miles Chandler, Malcolm Goodwin",United States,2019-01-30,2008.0,PG,95 min,"Comedies, Dramas, Sports Movies","When an 11-year-old girl becomes Pop Warner football's first female quarterback, she raises eyebrows – till she takes her team to the brink of glory.",1.0,2019.0,5.6,4472.0
s8404,Movie,the look of silence,Joshua Oppenheimer,Unknown,"Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands",2016-02-26,2014.0,PG-13,103 min,"Documentaries, International Movies","In a society terrorized into silence, the brother of a 1960s Indonesian genocide victim learns the identity of his murderers and confronts them.",2.0,2016.0,8.3,13893.0
s8405,Movie,the lord of the rings: the return of the king,Peter Jackson,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving","New Zealand, United States",2020-01-01,2003.0,PG-13,201 min,"Action & Adventure, Sci-Fi & Fantasy","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor.",1.0,2020.0,9.0,1981261.0
